fraudulent,customerEmail,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,username,domain,is_popular_domain,is_disposal_domain,valid_email,base_phone_number,extention_phone_number,has_extention_phone_number,is_foreign_number,ip_country_code,is_foreign_ip,IPv4,order_count,unique_order_locations,locations_per_order_ratio,avg_order_amount,min_order_amount,max_order_amount,sum_order_amount,fulfilled_order_count,pending_order_count,failed_order_count,address_mismatch_ratio,payment_method_type_unique_count,payment_method_provider_unique_count,payment_method_issuer_unique_count,paymentMethodRegistrationFailure,apple pay,bitcoin,card,paypal,American Express,Diners Club / Carte Blanche,Discover,JCB 15 digit,JCB 16 digit,Maestro,Mastercard,VISA 13 digit,VISA 16 digit,Voyager,Bastion Banks,Bulwark Trust Corp.,Citizens First Banks,Fountain Financial Inc.,Grand Credit Corporation,Her Majesty Trust,His Majesty Bank Corp.,Rose Bancshares,Solace Banks,Vertex Bancorp,other_methods,transactions_count,failed_transactions_count,failed_transactions_ratio
False,ssmith@levine-harmon.biz,266-228-3021x90360,7u2y3wsyj7ehzfao86md,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"37549 Crawford Forest
Christopherside, KY 96656",ssmith,levine-harmon.biz,False,False,1,266-228-3021,90360,1,0,,-1,-1,5,2,0.4,28.8,17.0,36.0,144.0,4.0,1.0,,0.2,1,2,2,1.0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8,4.0,0.5
True,feliciabrown@gmail.com,(226)129-2677,z7xkuohhjbtiqs6q9rk9,115.137.171.103,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",feliciabrown,gmail.com,True,False,1,(226)129-2677,,0,0,,-1,-1,1,1,1.0,41.0,41.0,41.0,41.0,1.0,,,1.0,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0
False,dianacook@gmail.com,764-447-7031,ntl63nfd4sevm4xxvsyq,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,"938 Miranda Mountain
Alexandratown, AS 69640",dianacook,gmail.com,True,False,1,764-447-7031,,0,0,,-1,-1,2,2,1.0,19.5,19.0,20.0,39.0,1.0,,1.0,0.5,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1.0,0.3333333333333333
False,cookbenjamin@hotmail.com,(287)694-5221x45370,8fapmchbpcdesx94tnmb,82.3.174.184,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",cookbenjamin,hotmail.com,True,False,1,(287)694-5221,45370,1,0,,-1,-1,4,2,0.5,35.75,14.0,49.0,143.0,4.0,,,0.25,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2.0,0.3333333333333333
True,joserowland@jones.com,698-954-1805,znzp16ko7mtwjfxgrle4,152.211.139.83,"1292 Tricia Key Suite 062
Marthabury, KS 40445",joserowland,jones.com,False,False,1,698-954-1805,,0,0,,-1,-1,4,3,0.75,27.0,15.0,46.0,108.0,4.0,,,0.5,1,6,5,1.0,0,0,6,0,1,1,0,0,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,4,0.0,0.0
False,pattersonphilip@yahoo.com,(425)200-2228,9gyjtadv75scvq723pow,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",pattersonphilip,yahoo.com,True,False,1,(425)200-2228,,0,0,,-1,-1,4,4,1.0,27.5,16.0,39.0,110.0,2.0,1.0,1.0,0.75,2,2,2,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0.0,0.0
True,hj8maoy@1jcfcxs7,03115487766,e3prs7zh4ueieiwlkud7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",hj8maoy,1jcfcxs7,False,False,0,03115487766,,0,0,,-1,-1,5,1,0.2,30.4,12.0,48.0,152.0,3.0,,2.0,0.0,2,2,2,0.0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,6,1.0,0.16666666666666666
False,finleybrianna@yahoo.com,255-915-9059x3369,m97tf30d9wpav4njjfbm,233.79.136.157,"445 Nicole Hollow
Carterton, FM 48532",finleybrianna,yahoo.com,True,False,1,255-915-9059,3369,1,0,,-1,-1,4,1,0.25,36.0,16.0,44.0,144.0,3.0,,1.0,0.0,1,1,1,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4.0,0.5714285714285714
True,suzanne21@gmail.com,1-043-962-2576,ewc3gyloi1ing9o64jpt,4834:7ccb:15de:9123:5658:42c3:cc50:79f,"398 Latasha Canyon
Kathyland, LA 36717-2161",suzanne21,gmail.com,True,False,1,1-043-962-2576,,0,0,,-1,-1,3,2,0.6666666666666666,30.666666666666668,24.0,37.0,92.0,2.0,,1.0,0.3333333333333333,2,2,2,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,2.0,0.4
True,johnlowery@gmail.com,04712252182,311kdz4c1210iixltk2j,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",johnlowery,gmail.com,True,False,1,04712252182,,0,0,,-1,-1,5,3,0.6,26.4,11.0,42.0,132.0,5.0,,,0.4,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,2.0,0.2857142857142857
False,kristaavery@lewis-baird.com,242.165.5396x07020,3wqhnieu6nbcis8x7h3j,180.223.72.88,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",kristaavery,lewis-baird.com,False,False,1,242.165.5396,07020,1,0,,-1,-1,1,1,1.0,16.0,16.0,16.0,16.0,1.0,,,1.0,2,3,3,1.0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1.0,1.0
False,dana23@lawrence.net,+78(3)5889318722,1c9wdri783k7ts0a6ix0,168.52.139.112,"USNV Bennett
FPO AE 82607-5790",dana23,lawrence.net,False,False,1,+78(3)5889318722,,0,1,,-1,-1,0,0,,,,,0.0,,,,,1,1,1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,-inf
True,cathy42@gibson.com,754.248.6239x43965,c3r2qzqwc9anp6utob7n,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"046 Carson Crescent
South Jacksonview, NV 22839-2652",cathy42,gibson.com,False,False,1,754.248.6239,43965,1,0,,-1,-1,3,3,1.0,29.0,14.0,50.0,87.0,3.0,,,0.6666666666666666,4,9,9,3.0,1,1,11,2,0,3,1,1,1,1,1,4,2,1,2,1,1,2,0,2,2,2,1,2,0,3,0.0,0.0
False,michelleherrera@day.info,1-991-286-0655x973,s7m2fjcrk1y7lj0amm08,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"586 Johnson Courts
South Timothymouth, OH 66490",michelleherrera,day.info,False,False,1,1-991-286-0655,973,1,0,,-1,-1,4,2,0.5,35.0,15.0,48.0,140.0,3.0,,1.0,0.25,1,1,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2.0,0.3333333333333333
False,brockmatthew@hotmail.com,800.814.4655x012,132m3ourosp5a28ksvou,188.74.171.130,"08645 Alvarado Way Suite 514
Millerfurt, AL 86782-0548",brockmatthew,hotmail.com,True,False,1,800.814.4655,012,1,0,,-1,-1,0,0,,,,,0.0,,,,,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-inf
False,ijuarez@yahoo.com,705.315.1466x180,ztef2ig476czoj3mzkyl,9247:4a63:f325:1e5e:fcbb:ea08:304b:48ad,"Unit 0375 Box 6645
DPO AP 74311",ijuarez,yahoo.com,True,False,1,705.315.1466,180,1,0,,-1,-1,3,3,1.0,24.0,13.0,45.0,72.0,3.0,,,0.6666666666666666,1,2,2,1.0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0.0,0.0
False,hughesjonathan@pena.org,05514762453,ntjnc4h0ldd2yia6m7u6,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"7444 Shelby Fords Apt. 290
Rhondaland, AS 85277-9573",hughesjonathan,pena.org,False,False,1,05514762453,,0,0,,-1,-1,5,3,0.6,37.0,25.0,49.0,185.0,3.0,1.0,1.0,0.4,1,3,3,0.0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,7,3.0,0.42857142857142855
False,anthony04@gmail.com,1-910-678-8300,pabten624qp5gacfxnxh,248.33.149.88,"412 Joshua Knoll Apt. 533
Davidland, ME 61496",anthony04,gmail.com,True,False,1,1-910-678-8300,,0,0,,-1,-1,2,1,0.5,24.5,15.0,34.0,49.0,2.0,,,0.0,1,1,1,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0.0
False,mgould@yahoo.com,1-394-145-7899x0176,o7xocau2odnpc1so7ued,e85d:101b:e213:d8d0:8722:3fce:1e31:17f3,"19170 Hansen Throughway
Wilkersonville, PA 09423",mgould,yahoo.com,True,False,1,1-394-145-7899,0176,1,0,,-1,-1,4,2,0.5,24.5,20.0,35.0,98.0,4.0,,,0.25,1,2,2,1.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,1.0,0.2
False,bakersydney@gmail.com,002.940.3004x9094,18cnggmlahgf7trpqsu8,246.139.218.89,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",bakersydney,gmail.com,True,False,1,002.940.3004,9094,1,0,,-1,-1,3,2,0.6666666666666666,35.666666666666664,32.0,41.0,107.0,3.0,,,0.3333333333333333,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,2.0,0.4
False,kevinreyes@johnston.net,1-586-561-8956x40209,jfu1ob6izknk46i3ddxw,e0ec:bc57:9219:e4b:9192:64c2:82cd:4983,"958 House Plaza
Barnesberg, WA 67085-1912",kevinreyes,johnston.net,False,False,1,1-586-561-8956,40209,1,0,,-1,-1,0,0,,,,,0.0,,,,,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,-inf
False,udavis@clark.com,(942)067-2430,y7b7eqwqn34mytvn1i5z,146.191.70.148,"9923 Williams Ramp
East Lauraburgh, GA 48874",udavis,clark.com,False,False,1,(942)067-2430,,0,0,,-1,-1,3,2,0.6666666666666666,13.666666666666666,10.0,18.0,41.0,3.0,,,0.3333333333333333,1,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0,0.0
True,nancymayo@brown.com,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",nancymayo,brown.com,False,False,1,830-346-6543,518,1,0,,-1,-1,6,2,0.3333333333333333,49.333333333333336,30.0,72.0,296.0,4.0,1.0,1.0,0.16666666666666666,1,2,2,1.0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,1.0,0.14285714285714285
True,johnlowery@gmail.com,1-820-539-4726x993,2in0fh7lep289n8dcbdz,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",johnlowery,gmail.com,True,False,1,1-820-539-4726,993,1,0,,-1,-1,2,1,0.5,37.0,34.0,40.0,74.0,2.0,,,0.0,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0
True,warrenedward@arnold.com,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",warrenedward,arnold.com,False,False,1,201.737.5119,64000,1,0,,-1,-1,4,3,0.75,29.25,11.0,47.0,117.0,4.0,,,0.5,2,7,7,4.0,4,0,10,0,2,1,0,1,3,0,0,1,5,1,0,1,2,2,2,0,0,1,3,3,0,4,0.0,0.0
False,rbolton@hotmail.com,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",rbolton,hotmail.com,True,False,1,04454448537,,0,0,,-1,-1,4,1,0.25,22.5,17.0,27.0,90.0,4.0,,,0.0,2,2,3,0.0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,5,2.0,0.4
True,michael57@oconnor.com,06109351281,vqvlsaw0j6p0r8sij1qs,30.23.223.15,"905 David Rest
Nicolemouth, OK 53015-0063",michael57,oconnor.com,False,False,1,06109351281,,0,0,,-1,-1,0,0,,,,,0.0,,,,,2,2,2,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.0,-inf
True,jonathan99@stafford.org,(986)656-8692x32356,1mt65bhu4bzyrmzeitz6,ecc1:e4b8:65e1:d1e:bf58:b09d:3c50:509,"4913 Wright Ranch
Roymouth, VI 48629",jonathan99,stafford.org,False,False,1,(986)656-8692,32356,1,0,,-1,-1,2,1,0.5,46.0,46.0,46.0,92.0,1.0,1.0,,0.0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0
True,lleonard@turner-fleming.com,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",lleonard,turner-fleming.com,False,False,1,1-414-937-7421,73705,1,0,,-1,-1,8,3,0.375,58.875,40.0,75.0,471.0,5.0,2.0,1.0,0.25,1,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3.0,0.2727272727272727
True,whitedavid@jones-lloyd.org,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",whitedavid,jones-lloyd.org,False,False,1,902.047.2861,,0,0,,-1,-1,5,2,0.4,56.6,43.0,73.0,283.0,4.0,,1.0,0.2,2,3,4,1.0,1,0,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,5,0.0,0.0
False,grace99@wright.com,257-706-1003x92053,1rqqqzad6b2grmhvktxf,3c3d:d324:e445:35c:4d73:936a:e1bb:ce99,"88469 Rebecca Land
West Kyleborough, DC 15715-5196",grace99,wright.com,False,False,1,257-706-1003,92053,1,0,,-1,-1,0,0,,,,,0.0,,,,,1,1,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,-inf
False,tayloreric@gmail.com,1-160-137-7889x74832,sjoj10iss04dq90i4w7x,3.75.86.140,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",tayloreric,gmail.com,True,False,1,1-160-137-7889,74832,1,0,,-1,-1,3,1,0.3333333333333333,23.333333333333332,15.0,39.0,70.0,2.0,,1.0,0.0,2,2,2,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,1.0,0.25
True,shelby24@hotmail.com,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",shelby24,hotmail.com,True,False,1,(071)934-3315,27613,1,0,,-1,-1,4,2,0.5,39.75,33.0,50.0,159.0,3.0,,1.0,0.25,1,2,2,1.0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.0,0.2
False,cindydelgado@gmail.com,523.689.5105x7670,z3vo5aropo8rd2lfqrnq,86.201.239.98,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",cindydelgado,gmail.com,True,False,1,523.689.5105,7670,1,0,,-1,-1,4,1,0.25,36.5,16.0,49.0,146.0,3.0,,1.0,0.0,1,1,1,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0.0,0.0
True,brittanydean@hotmail.com,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",brittanydean,hotmail.com,True,False,1,06238721842,,0,0,,-1,-1,4,1,0.25,32.5,15.0,43.0,130.0,4.0,,,1.0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2.0,0.3333333333333333
False,watkinscaroline@lewis-haas.com,153-392-3908x8124,mcfj07mm32tyodtfh7z2,244.18.220.218,"991 Melton Viaduct
Wagnerville, NH 56051",watkinscaroline,lewis-haas.com,False,False,1,153-392-3908,8124,1,0,,-1,-1,2,2,1.0,19.0,11.0,27.0,38.0,2.0,,,0.5,1,1,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.0
False,marissacollins@mckinney.com,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",marissacollins,mckinney.com,False,False,1,09686705337,,0,0,,-1,-1,5,3,0.6,30.8,12.0,46.0,154.0,5.0,,,0.4,1,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.0,0.3333333333333333
True,craig83@rasmussen-alvarado.com,122-259-7479x336,s93o0wj3eqd9whcy9ng3,35.212.254.226,"10068 Adam Rapids Suite 792
Rileyburgh, GA 11372",craig83,rasmussen-alvarado.com,False,False,1,122-259-7479,336,1,0,,-1,-1,2,2,1.0,20.5,20.0,21.0,41.0,2.0,,,0.5,3,7,4,2.0,3,2,8,0,0,1,0,0,4,1,1,1,2,3,5,0,0,2,0,5,0,0,0,1,0,2,1.0,0.5
False,thernandez@johnson-quinn.com,(940)148-2704,y2n05wrk1bg8w21bey0t,1f62:a7f0:6db0:caee:9b6a:eafd:dfea:c50,"911 Miller Summit Suite 426
Port Ashley, IA 03124-9666",thernandez,johnson-quinn.com,False,False,1,(940)148-2704,,0,0,,-1,-1,2,1,0.5,18.0,14.0,22.0,36.0,2.0,,,0.0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0
False,emilyroberts@hotmail.com,479.228.3536,dpgcbcifnntnq2ht4owp,87.18.25.113,"94798 Reed Park Apt. 840
Port Normanborough, ME 36946-3989",emilyroberts,hotmail.com,True,False,1,479.228.3536,,0,0,,-1,-1,2,1,0.5,18.0,14.0,22.0,36.0,1.0,1.0,,0.0,1,1,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
True,ukline@spears.biz,(199)535-2932,vv7fwhdfrxaeozga5be6,990a:643c:1936:30db:f90:90fe:c1e0:47c,"2038 Billy Turnpike
Barreraside, AR 77704-0733",ukline,spears.biz,False,False,1,(199)535-2932,,0,0,,-1,-1,0,0,,,,,0.0,,,,,3,3,3,0.0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,-1.0,-inf
True,vmiller@hotmail.com,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",vmiller,hotmail.com,True,False,1,000-734-4774,,0,0,,-1,-1,8,7,0.875,54.0,36.0,64.0,432.0,7.0,,1.0,0.75,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3.0,0.3
True,david45@gmail.com,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",david45,gmail.com,True,False,1,(508)223-3834,,0,0,,-1,-1,8,6,0.75,56.5,36.0,74.0,452.0,8.0,,,0.625,3,5,4,0.0,1,1,3,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,10,3.0,0.3
True,fdavis@wolfe-brown.com,143-448-8038x81186,gt7k74rsgtklj0zjx8gl,69.138.168.116,"6609 Hannah Road Suite 577
Richardchester, AL 20921",fdavis,wolfe-brown.com,False,False,1,143-448-8038,81186,1,0,,-1,-1,3,2,0.6666666666666666,24.0,17.0,30.0,72.0,3.0,,,0.3333333333333333,2,3,3,1.0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,3,0.0,0.0
False,kathleenlee@yahoo.com,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",kathleenlee,yahoo.com,True,False,1,03898354581,,0,0,,-1,-1,4,2,0.5,30.25,10.0,41.0,121.0,3.0,1.0,,0.25,2,2,3,0.0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,2.0,0.3333333333333333
False,benjamin19@gmail.com,145-419-0237x139,akahn9g6l5245a3zfby6,d7d:faf5:36a8:6b28:f7bc:b265:7611:ceda,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",benjamin19,gmail.com,True,False,1,145-419-0237,139,1,0,,-1,-1,3,1,0.3333333333333333,25.333333333333332,11.0,47.0,76.0,3.0,,,0.0,2,2,2,1.0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,1.0,0.25
True,mtrevino@gutierrez.net,390.417.8057,pycmjs4dqylc8rb0s9pt,6694:eef3:c2a3:9181:42a0:2df9:b2c1:2acd,"767 Tiffany Drive
Mirandaview, OH 42972-3228",mtrevino,gutierrez.net,False,False,1,390.417.8057,,0,0,,-1,-1,1,1,1.0,17.0,17.0,17.0,17.0,,1.0,,0.0,1,4,4,2.0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1.0,1.0
True,tmcpherson@wright.com,1-804-264-1481x08539,ui77ukzr5lnqpajdk03u,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"7956 Alex Avenue Apt. 593
Port Michael, OK 41350",tmcpherson,wright.com,False,False,1,1-804-264-1481,08539,1,0,,-1,-1,8,4,0.5,43.875,33.0,72.0,351.0,7.0,1.0,,0.375,1,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,6.0,0.46153846153846156
True,wdelacruz@yahoo.com,155.688.4242x443,fmm4yabu9llergl9qbl9,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"3074 Caroline Oval
Lake Maryburgh, MA 15880",wdelacruz,yahoo.com,True,False,1,155.688.4242,443,1,0,,-1,-1,4,3,0.75,57.75,46.0,72.0,231.0,2.0,,2.0,0.5,1,1,1,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1.0,0.25
True,brooksdustin@knight.info,345.319.0722x7868,dhe9trcjv1fyr2vr18q2,172.69.105.137,"8554 John Forge Apt. 284
Port Kimberlyburgh, NM 29954-7053",brooksdustin,knight.info,False,False,1,345.319.0722,7868,1,0,,-1,-1,1,1,1.0,17.0,17.0,17.0,17.0,1.0,,,0.0,2,2,2,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
False,ybrown@gmail.com,+32(2)6119524982,nsbh7z6p9hw17qq4mhhh,101.94.37.245,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",ybrown,gmail.com,True,False,1,+32(2)6119524982,,0,1,,-1,-1,4,1,0.25,33.5,10.0,46.0,134.0,3.0,,1.0,0.0,1,3,2,0.0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,5,1.0,0.2
False,vreyes@cruz.info,029-308-3389,dcxumu40bfvtofs61r9c,4169:eb39:d5db:e1ab:b739:6e98:70:4f39,"3120 Horne Vista
Port Emmaview, LA 25479",vreyes,cruz.info,False,False,1,029-308-3389,,0,0,,-1,-1,1,1,1.0,30.0,30.0,30.0,30.0,1.0,,,0.0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
True,3fooiar@6eph,1-774-301-9632x42146,by46esafzb52tuqcy9d1,181.88.44.76,"942 Hopkins Loaf Suite 128
Port Clifford, AK 28150",3fooiar,6eph,False,False,0,1-774-301-9632,42146,1,0,,-1,-1,0,0,,,,,0.0,,,,,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0,-inf
False,nicolekelly@hotmail.com,02296551953,26buke7oqcdrk1x78588,242.102.134.32,"Unit 6251 Box 1562
DPO AP 54457-8709",nicolekelly,hotmail.com,True,False,1,02296551953,,0,0,,-1,-1,1,1,1.0,42.0,42.0,42.0,42.0,1.0,,,1.0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0
False,barronelizabeth@singh.org,867.528.2694x83638,ck37pcnsqa9po9g1euae,130.55.185.234,"8663 Kaitlyn Key
Brittanyview, CT 46389",barronelizabeth,singh.org,False,False,1,867.528.2694,83638,1,0,,-1,-1,4,2,0.5,24.5,16.0,39.0,98.0,4.0,,,0.25,2,2,2,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,1.0,0.2
False,phillip89@gmail.com,649-150-0665,jyk9fawabmu0yi4ee69q,2.47.31.110,"2672 Jeffrey Cove
Michaelport, ND 40991-4174",phillip89,gmail.com,True,False,1,649-150-0665,,0,0,,-1,-1,3,1,0.3333333333333333,24.666666666666668,13.0,45.0,74.0,2.0,1.0,,0.0,1,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0
True,ugood@mosley.info,869-856-7969,qdrwvtooysq6q0i0asm7,7847:656d:453b:4e2d:8493:82f8:cff:502e,"88979 Jennifer Field Suite 069
Robertchester, CT 26498-8802",ugood,mosley.info,False,False,1,869-856-7969,,0,0,,-1,-1,2,2,1.0,70.5,67.0,74.0,141.0,2.0,,,0.5,3,3,4,0.0,1,0,2,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0.0,0.0
